Date,User,Number of likes,Tweeted from,Tweets
2022-10-14 14:43:27+00:00,aurwell,0,Twitter for iPhone,sumpah rel lu resesi parah bulan ini
2022-10-14 14:43:20+00:00,Peunat_,1,Twitter Web App,"@IntrovertBut Kayaknya jangan dulu, karena kita belum tau resesi nya seperti apa nanti. Lebih baik di simpen sebagai dana darurat dan uang nya di puter ke reksadana. Beli emas bisa juga sebagai alat penjaga nilai uang. Btw keren dah bisa beli rumah sendiri"
2022-10-14 14:43:20+00:00,velvettkissssss,0,Twitter for Android,@eternaIune resesi apaan sih?
2022-10-14 14:42:35+00:00,skawngurkw,0,Twitter for Android,@cutekcip tu dia balik lg buat nyari duit persiapan resesi
2022-10-14 14:41:47+00:00,kariningie,0,Twitter Web App,Pengen banget nonton konser tapi selain jauh pengen menghemat juga soalnya tahun depan kan bakal ada resesi. jadi harus nabung banyak2. mesikipun tabungan sekarang masij cukup buat biaya hidup setahun kedepan tapi tetep aja takut kalo ada sesuatu yg gak diinginkan
2022-10-14 14:41:32+00:00,chonkcatto14,0,Twitter for Android,@nstq_ Kemarin dah splurging 2 album apa itu nabung buat resesi wkwkwk mohon doanya rekan stankpopku agar mamamoo ke indo kali aja kecipratan hoki hp gue juga dipinjem kek hp u
2022-10-14 14:40:51+00:00,wonwourideul,0,Twitter for Android,"@maindraft Aminn aminn, jangan lupa persiapan tabungan buat isu resesi ya kak😭"
2022-10-14 14:40:14+00:00,HayyinaF,2,Twitter for Android,menikmati rintik hujan sambil makan zuppa soup dan berbincang perkara lesti hingga resesi
2022-10-14 14:38:26+00:00,altairpil,0,Twitter for iPhone,"@alterrrego_ GAPAPA mumpung belum resesi dan mereka wamil, kapan lagi kan mangats nabungnyaaa"
2022-10-14 14:38:21+00:00,arbakadabra_,0,Twitter for iPhone,"Tarik kabeh, ra peduli, resesi?? Pikir keri"
2022-10-14 14:38:13+00:00,liltired_,0,Twitter for Android,"bingung mau nyambut resesi 2023 ntar, soalnya tnpa resesi pun udh susah duluan 😔"
2022-10-14 14:37:53+00:00,wookietis,0,Twitter for Android,tidak ada resesi di dimensi kpop https://t.co/8tcnDGlrys
2022-10-14 14:36:14+00:00,sunflwrosie,0,Twitter for iPhone,Ini tuh kayak kapan lagi nonton SVT di GBK vs tahun depan mau resesi kita harus hemat.
2022-10-14 14:35:52+00:00,jaemnlight,0,Twitter for Android,2023 katanya bakal resesi tapi lo ngestan nct :')
2022-10-14 14:35:11+00:00,AdelardKim,0,Twitter for Android,"@Mbooo19 @Saham_fess Kak mau numpang tanya. Kalau rdo ikut kepengaruh besar ga ya karena resesi ini?
Sejauh ini rdo aman soalnya"
2022-10-14 14:33:56+00:00,Davidlodbroke,0,Twitter Web App,"Indonesia Terkena Badai Besar Resesi 2023 Mendatang, Mengenal Lebih Lanjut Bencana Ekonomi Global Tersebut

https://t.co/qN8WKmHFY6"
2022-10-14 14:33:40+00:00,eajfries,0,Twitter for Android,"Pengen beli salah satu barang di wishlist tapi kok 2023 terancam resesi, jujurrrrr takut proyek jadi sepi 🥲"
2022-10-14 14:33:31+00:00,DimanakahK,0,Twitter for Android,@CNNIndonesia Sistem riba mereka pula lah yg menghadirkan inflasi dan resesi
2022-10-14 14:32:57+00:00,handsomenia_,0,Twitter for Android,"Pengen beli motor, bekas aja gapapa.
Tapi tahun depan kayaknya bakal resesi berjemaah.
Jadi takut"
2022-10-14 14:32:05+00:00,farahnafilah,0,Twitter Web App,@midnightv0ice sebelum resesi 2023 sis💸💸
2022-10-14 14:28:36+00:00,azamput,0,Twitter for iPhone,@ceritardp Bener bener. Indonesia resesi 2023
2022-10-14 14:28:05+00:00,AnglitStory,0,Twitter for iPhone,Semoga ini ga jadi ya. Kalo jadi ga kebayang seberapa parah lagi dampaknya.  #resesi #jaminan #content https://t.co/B2fKj2WiBA
2022-10-14 14:25:55+00:00,AnglitStory,0,Twitter for iPhone,Masih lanjutin kupas tentang resesi. Mengenali pola resesi akan lebih baik untuk waspada di masa mendatang. https://t.co/1qcQOMtTsV
2022-10-14 14:25:52+00:00,chikimwing,0,Twitter for Android,😢 makin kerasa resesi udah didepan mata https://t.co/jT4okc5xET
2022-10-14 14:25:25+00:00,FeryAgusPraset1,1,Twitter for Android,"ini 2023 jadinya gimana?
mau dibikin resesi atau malah kita bikin resepsi"
2022-10-14 14:25:22+00:00,haejjcwani,0,Twitter for Android,"orang2: aduh takut nih resesi 2023 hrs nabung
idol kpop: kita mau konser loh tahun depan https://t.co/oG45NXUkQC"
2022-10-14 14:23:42+00:00,Grivod,0,Twitter for Android,"@cnbcindonesia Kalau hanya 31 negara yg terkena resesi itu masih sedikit &amp; tidak adil. Pahaaam

Hihihuahahahahahahahahahahaha"
2022-10-14 14:23:33+00:00,_97GYU,0,Twitter for iPhone,kiat-kiat menghadapi resesi… https://t.co/r5CFuiUM4Z
2022-10-14 14:23:23+00:00,renfflorescence,0,Twitter for Android,"2023 resesi, ayo nabung
Oktober 2022
1. Siap2 war tiket Be The Sun
2. Check out merch laundry

😊😊😊😊😊😊😊😊😊

JGN DICONTOH https://t.co/ixnMcAKOfa"
2022-10-14 14:22:04+00:00,elfpout,0,Twitter for Android,@LUVINGYOU33 @eternaIune RESESI 2023 ITU APA
2022-10-14 14:21:51+00:00,Mbooo19,2,Twitter Web App,"@Saham_fess Kan Resesi artinya pertumbuhan GDP minus selama 2 kuartal, Dari data ini aja sudah menunjukkan klo negara AS dan Eropa sudah Resesi  dan perlambatan ekonomi sejak Q2 2022 https://t.co/Om2wcqxGBi"
2022-10-14 14:21:41+00:00,sunflovvel,0,Twitter for Android,"baca berita resesi 2023, jadi mikir ulang mau nonton konser😌"
2022-10-14 14:19:15+00:00,rsmrdyn,1,Twitter for Android,"Timeline isinya resesi mulu, padahal kan aku maunya resepsi"
2022-10-14 14:18:36+00:00,Saham_fess,1,Saham fess 📈,"Shm! Kalo resesi katanya better megang cash buat nyerok. Nah berhubung aku ga berani terjun ke saham (beraninya RD doang), nyerok RDS saat resesi itu berlaku hal yg sama ga ya? (buy low sell high)"
2022-10-14 14:16:23+00:00,qorryaddinia,0,Twitter for Android,"2023 resesi
2023 11 mrt blackpink konser 😭"
2022-10-14 14:15:47+00:00,Fahmii_21,0,Twitter for iPhone,@peanutbutter81 Resesi 2023??
2022-10-14 14:15:04+00:00,chouerie,1,Twitter for Android,ya Allah itukan pas libur semester ya.. berati bayar ukt juga dong ya.. terus resesi global anjing.. seventeen apa lo kagak takut sama Allah
2022-10-14 14:13:45+00:00,badbois_,0,Twitter for Android,"Resesa resesi resesa resesi, wis siap ngadepi. wong gal dino uripe krismon trs :((("
2022-10-14 14:11:46+00:00,vanillaaaeclair,22,Twitter for iPhone,"@worksfess km punya hak untuk nyaman. Kalau km keganggu sama kejadian ini, laporin aja ke atasannya si satpam tsb biar ditegur. Sayang bgt resign krn hal ini nder. Isunya thn depan resesi nyari kerja susah lho :("
2022-10-14 14:11:44+00:00,wennisblue,0,Twitter for Android,Klo mikir resesi auyo kikir gw ntar
2022-10-14 14:10:41+00:00,dohksooxo,0,Twitter for iPhone,"Tadi siang sempet ketiduran ditempat kerja tapi samar2 ngedenger pada ngomongin resesi tahun depan, ih gua takut😭"
2022-10-14 14:09:41+00:00,Minamyouimina19,0,Twitter for Android,"Resesi resesi apaan sii pengennya resepsi ajaa bisa? 
Wkk"
2022-10-14 14:09:40+00:00,habbaabsurd,0,Twitter for Android,Inpo resesi https://t.co/P7hpGVOdYc
2022-10-14 14:09:23+00:00,alitelidi,0,Twitter for Android,@pruciaa Huhu iya sih ka bener takut bgt sama berita2 resesi 😭🥲
2022-10-14 14:09:02+00:00,ririrereh,0,Twitter for Android,Sumpah gyu semoga kita ketemu lg y sebelum resesi🙏🏻 https://t.co/2fupPkTUYE
2022-10-14 14:08:09+00:00,jaeindayo,0,Twitter for iPhone,Kalo ga inget harus nabung bin irit taun depan mau resesi kyanya w gas aja nie bangkok buat the link 😭
2022-10-14 14:07:56+00:00,maindraft,0,Twitter for iPhone,kayanya mo nabung aja deh resesi tahun depan serem ceunah😭🙏
2022-10-14 14:06:57+00:00,skiepalette,1,Twitter for iPhone,"@ikigaisc dengan pertimbangan buat bekal tahun depan, orang nyiapin bekal resesi aku nyiapin bekal pernikahan tahun depan"
2022-10-14 14:06:44+00:00,pajiueo,0,Twitter for Android,trus nanti konsernya 2020 gang pas resesi mampus ga tuh tapi tetep gas ngueng sih https://t.co/Etw4xJDgYI
2022-10-14 14:05:39+00:00,Jihanrzktsari,4,Twitter for iPhone,"orang2 terlalu fokus ke lesti bilar, sampai lupa kalau 2023 terancam resesi"
2022-10-14 14:05:37+00:00,skapskipup,0,Twitter Web App,"@GrabID hari ini orderan parah bgt, se umur2 nge grab baru kali ini on dr jm 7 ampe jam 5 sore ora dapet 1pun 😭, padahal instan, multi stop, sameday, mart sama food on smua.  semoga dengan banyaknya promo pembeli tambah banyak lagiii. orang kaya pada panik resesi kali ya?"
2022-10-14 14:05:26+00:00,whalieeenboi,0,Twitter for iPhone,2023 mau resesi apa gue wts tiket skz aja kali y
2022-10-14 14:05:00+00:00,0x0fajar,0,Twitter for Android,Kalau resesi ya tinggal serok bawah
2022-10-14 14:04:16+00:00,Saham_fess,5,Saham fess 📈,"Kesimpulannya, mereka di US dan Eropa udah mulai resesi duluan???? 

Tinggal nunggu 2023 apakah indonesia kena dampaknya atau ga??? Shm! https://t.co/AbokeR5RBu"
2022-10-14 14:03:31+00:00,uwoonism,0,Twitter for iPhone,"🦻🏻terpaan berita resesi next year
🗣rumor tak sedap dari murz the cat
🦾❤️🎉 tetiba, konser sebentin…"
2022-10-14 14:02:53+00:00,nilnadhir,0,Twitter for iPhone,@sbyfess yoopo te mikir resesi wong sebong te konser maneh🥲
2022-10-14 14:01:36+00:00,jeongpiechie,0,Twitter for Android,gue kepingin bgt nonton konser kpop tahun depan tapi berita resesi wara wiri terus 😭
2022-10-14 14:01:01+00:00,ttalgichijeu,0,Twitter for Android,bayangin 2023 resesi sementara gue yg ekonominya bakal diuji ini malah milih jadi deobi https://t.co/7RaAMGiMMs
2022-10-14 14:00:44+00:00,Dwifoes,3,Twitter for iPhone,Karena tahun depan resesi b mau maksimalkan b pung hobi makan keliling jdi reviewer makanan do 🤣
2022-10-14 14:00:00+00:00,rinkatrn,0,Twitter for iPad,Pengennya 2023 tiket pesawat turun tapi malah adanya kabar resesi
2022-10-14 13:57:58+00:00,NJaemin25,0,Twitter for Android,2023 katanya resesi tapi idol korea ku berbondong bondong world tour
2022-10-14 13:57:56+00:00,suksaetbyeoli7,0,Twitter for iPhone,Awalnya ngomongin konser tahun depan eh merembet ke resesi…
2022-10-14 13:57:55+00:00,nameisfudsky,0,Twitter for Android,"Ini efek perkiraan resesi di 2023 apa yaa, IHSG tiap hari turun terus🙄"
2022-10-14 13:57:55+00:00,HHOOOOHHHHHH,0,Twitter for Android,@HHAAAAHHHHHH inilah penyebab resesi 2023
2022-10-14 13:56:37+00:00,watermelonnlee,0,Twitter for Android,"Gara gara berita resesi ini, w mikir 2x buat belanja anjir https://t.co/8winDrr6DU"
2022-10-14 13:55:16+00:00,weningie,0,Twitter for Android,@JAEMINNA00s Ngomongin resesi 2023 mau ga?
2022-10-14 13:54:38+00:00,happy_newyear23,0,Twitter for Android,"@E_anggrenas0293 1, sedih ga menang²
2, sedih karena resesi makin nyata 😭
3, senangnya big win dapetnya banyak 😁"
2022-10-14 13:54:29+00:00,siniipelukk,0,Twitter Web App,"@MadeIvan7 @Saham_fess nanya kak, ada sentimen positif apa di banking dan coal? proven tahan resesi atau gimana yaa? (maaf noob saham)"
2022-10-14 13:54:08+00:00,thircv,0,Twitter for iPhone,demi allah iya. kpoprs ttp ngonser ditengah gempuran resesi gapeduli ujan badai topan longsor juga demi ayang apa sih yg engga? https://t.co/9HARNhbOAU
2022-10-14 13:53:24+00:00,flktuasiglukosa,1,Twitter for iPhone,"Katanya 2023 bakal ada resesi gede gedean, ayo nikah tahun ini aja gaksie biar ada konco mumet🥵🤣"
2022-10-14 13:53:10+00:00,Merydhutahaean,0,Twitter for Android,"@detikcom Lesty mungkin mau selesaiin kontrak2 dulu bareng suami biar ga kena pinalti, kan mayan ya buat bayar2 cicilan, klo habis kontrak masih bodoh sih itu pilihan ya. Lesty ini dicuekin aja, banyak drama, bodoh pulak. Mending kita ngurusin hidup yg udah syulit dikit lagi resesi."
2022-10-14 13:52:33+00:00,ssunooya,0,Twitter for iPhone,Tahun dpn jgn resesi dong amit2 bngt tahun dpn w rencana mau ke bkk tau kan butuh duit w 🥹
2022-10-14 13:52:14+00:00,lesprivatebpp,0,dlvr.it,"Teknologi&amp;Informasi Industri AI Kebal Resesi, Ini 3 Profesi IT Paling Dicari 2023 - CNBC Indonesia https://t.co/J9YsvYkozq"
2022-10-14 13:51:16+00:00,bangwinissimo,0,Jetpack.com,Yang Beruntung Disaat Negara-Negara Berkembang Terkena Resesi Global https://t.co/cWTnhQrWAH
2022-10-14 13:50:40+00:00,dendyyudinn,0,Twitter for Android,"Pen resign.. Di takut""in 2023 resesi 🥲"
2022-10-14 13:48:37+00:00,arlitarrrr,0,Twitter for Android,@mrshananto mba wina bahas resesi yg katanya bakal ada tahun depan dong :(
2022-10-14 13:48:14+00:00,chancolatte,0,Twitter for iPhone,tapi tahun depan resesi. gue pengen tutup buku abis balik korea😩
2022-10-14 13:47:08+00:00,Silalian_,1,Twitter for iPhone,"@nabilafirdausya @NatazzaHifni @tanprim 3. Meminimalisir pengeluaran ga penting, Inget resesi kemungkinan bisa sampe 1,5 Tahun. Baiknya planning pengeluaran maksimal per bulan dan siapin dana darurat."
2022-10-14 13:46:10+00:00,QUEENSKYI,3,Twitter for iPhone,"Kasian jd kpopers, mulfan pula
Konser dan Resesi depan mata https://t.co/Uk2qSa5YOt"
2022-10-14 13:44:20+00:00,miqthao,0,Twitter for Android,@caratstalk yang aku pikiran cuma tahun 2023 resesi itu aja sih wkwkwk
2022-10-14 13:44:19+00:00,windajuliantika,0,Twitter for Android,"Ganti tahun pengennya pindah kerja lagi, tapi baca soal resesi kok ngeri ya ya kalau udah ketrima tiba² pengurangan karyawan jelas² anak baru jadi sasaran utama, dah lah"
2022-10-14 13:44:12+00:00,kumparan,1,dlvr.it,"Ada prediksi resesi di 2023, kita harus apa? #focus #resesi #explained https://t.co/YIiQpBXXa6"
2022-10-14 13:43:49+00:00,yuniar2650,0,Twitter for Android,@fellexandro Minta sarannya kak kalau selama resesi aman kah naruh tabungan di bank pemerintah dalam jumlah besar (100 jutaan lebih)? Apa lebih baik ditarik aja?
2022-10-14 13:43:23+00:00,Silalian_,4,Twitter for iPhone,"@nabilafirdausya @NatazzaHifni @tanprim ✨Secercah tips untuk menghadapi kemungkinan resesi tahun depan :
1. Ambil pekerjaan APAPUN yang bisa menghasilkan income, sekecil apapun itu. Gausah milih-milih pendapatan. 
2. SAVE your MONEY jangan pernah kepikiran buat pake uang tabungan selama sebelum sampai selesai resesi."
2022-10-14 13:43:21+00:00,dessertseja,0,Twitter for iPhone,@ohlalababyyy 2023 katanya resesi ingetttt disimpen dulu uangnya xixixi tp kalo ada lebihan mah gas aja
2022-10-14 13:43:17+00:00,wonitip,0,Twitter for Android,ni mau resesi mlh duit gue dikuras https://t.co/4BcmgYF8E3
2022-10-14 13:42:58+00:00,rizkabukanriska,0,Twitter for iPhone,"ngerinya, ntar kalo nonton eh resesi beneran, duit sekian juta tuh bisa dipake buat kebutuhan rumah tangga gitu, pasti gw bakal nyesel senyesel nyeselnya. #yateamprobs"
2022-10-14 13:42:31+00:00,nadyacc_,0,Twitter for iPhone,Klo ak skrng masi kuliah psti udh disuruh bikin resume ttg isu resesi 2023
2022-10-14 13:42:22+00:00,cutekcip,0,Twitter for Android,"di otak juga bilang, ""Lah anjir kecepetan bangke kalo desember lu balik""

tp dipikir2 lagi 2023 katanya bakal ada resesi. dahla kagak jodoh ama wonu emg. taun depan dahh pgn nonton itzy, svt, iu, ama jypnation kalo ada 🤩. skrg nabung duls gabole iri💅🏻 https://t.co/6p7b1afmf8"
2022-10-14 13:41:52+00:00,Alivisazkia_,0,Twitter for Android,"H-1 resign pas bgt ditawari spv buat lanjut. Tp klo dipikir"" drpd hilang kesempatan mnding dijabanin. Mengingat isu inflasi dn resesi katanya 😥"
2022-10-14 13:41:23+00:00,RayhanRamanta,1,Twitter Web App,"Di setiap resesi akan lahir orang kaya baru dan orang miskin baru. Akan lahir pemenang dan pecundang, pastikan sahabat semua menjadi bagian dari pemenang dan orang kaya baru.

~Bossman Mardigu"
2022-10-14 13:41:13+00:00,dandanrapi,0,Twitter Web App,"@foliarr iya tadi kepo katanya karena yang harusnya ngurusin visa mereka miss, wah terpecat di era resesi"
2022-10-14 13:41:00+00:00,Serotoninnpils,0,Twitter for Android,Dari kemarin lewat mulu resesi resesi..ini beneran ga si jdi paaaniik eee :((((
2022-10-14 13:40:34+00:00,tjandra_alwi,0,Twitter for Android,Loe ada pengalaman!!! Pernah resesi juga!!! Tahu cara memecahkan masalahnya!!! Jadi pemimpin bukan HANYA OMONG BESAR TANPA PENGALAMAN!!! https://t.co/cDGPSuBVz0
2022-10-14 13:38:50+00:00,renarach_,0,Twitter for iPhone,Ini beneran mau Resesi taon depan?
2022-10-14 13:37:10+00:00,Matchazen__,0,Twitter for Android,"bayangin tahun depan nct world tour, dimasa resesi nct malah world tour"
2022-10-14 13:35:38+00:00,tatsdarkmode,0,Twitter for iPhone,"@caratstalk ingin = uang ada, transport bisa nyetir sendiri, tempat nginep ada; bisa airbnb, capsule hotel atau sanak saudara yang bisa ditumpangi.
pertimbangan = sidang awal bulan januari, kondisi mobil udah tua, takut kalo sendiri, resesi 2023.

begitu kira-kira nder :')"
2022-10-14 13:33:54+00:00,cnthywrdhn,0,Twitter for Android,Tolong sudahi berita prahara rumah tangga artis ini ya ampun wahai netijen pikirin taun depan resesi!!!!
2022-10-14 13:33:38+00:00,emyr_za,0,Twitter for Android,"@CNNIndonesia Inget kasus corona kemarin. Ramai ramai bilang ""orang indo itu kebal. Nanti kalopun kena ya sembuh sendiri"" Inget itu aja udah. Jadi masih yakin anda kita bakalan kebal resesi??"
2022-10-14 13:33:15+00:00,feeIlngsorry,0,Twitter for iPhone,@FWBESS Wow keren mudah mudahan ilmu sahamnya terpakai di masa resesi
2022-10-14 13:31:55+00:00,riskialfn,0,Twitter for Android,resesi instansi
2022-10-14 13:31:06+00:00,risapu99,0,Twitter Web App,"Konten resesi global 2023 mendorong kekhawatiran yang berlebihan.

Berkaca krisis ekonomi sebelumnya, Indonesia menjadi negara yang cukup tangguh.

Sebagai individu sebaiknya tetap aktif, kreatif, dan adaptif."
2022-10-14 13:30:57+00:00,JauhAh_,0,Twitter for Android,Tau dr mana sih 2023 resesi?
2022-10-14 13:30:25+00:00,noyvr,0,Twitter for Android,"tebar fear resesi, biar masyarakat selalu ready"
2022-10-14 13:30:01+00:00,CNNIndonesia,12,Twitter Media Studio,"Sinyal resesi muncul seiring dengan kebijakan moneter ketat bank sentral di sejumlah negara. Indonesia disebut masih relatif tahan terhadap resesi ekonomi global. Namun, sejumlah industri akan terdampak. https://t.co/vGU6PQIDLw #Analisis #CNNIndonesia https://t.co/kPgtxr3veN"
2022-10-14 13:28:25+00:00,halloshof,0,Twitter Web App,jangan resesi dong tolong aku mau pelihara kucing di 2023
2022-10-14 13:28:19+00:00,HIMAJIE_FEBUH,0,Twitter for iPhone,"[DISKUSI PUBLIK]

Kami mengundang teman-teman semua untuk mengikuti Diskusi Publik  dengan judul *""Apakah Akan Terjadi Resesi di Tahun 2023?""* yang akan dilaksanakan pada:

📅 Sabtu, 15 Oktober 2022
🕔 16.00 WITA - Selesai
📍 Student Center FEB-UH

#apakabarhimajie https://t.co/U1qxE6htK5"
2022-10-14 13:28:16+00:00,liinahasn,0,Twitter Web App,"2023 resesi?
Engga ahh 2023 resepsi."
2022-10-14 13:28:02+00:00,Kattycats,0,Twitter for Android,"Nyiapin buat resesi❎
Nyiapin buat menafkahi cowo kipop✅
(⁠ ⁠ꈍ⁠ᴗ⁠ꈍ⁠) https://t.co/v5r2vkwow4"
2022-10-14 13:27:26+00:00,Silalian_,0,Twitter for iPhone,@nabilafirdausya @NatazzaHifni @tanprim Terus hubungannya sama asuransi apa? Masyarakat ketakutan sama berita resesi. Berbondong bondong lah orang pada ngeklaim asuransi. Sedangkan uangnya nasabah lagi di puter untuk investasi….
2022-10-14 13:27:09+00:00,aguswahyudi1972,1,Twitter for Android,"Lepas Pandemi, Sanggupkah UMKM Hadapi Resesi? https://t.co/c0QBTSRQya

#resesi #dunia #ekonomi"
2022-10-14 13:26:39+00:00,hywldhks,1,Twitter for Android,@treasuremenfess Pusing bgt tetap berteguh hati demi cw kpop ditengah badai resesi
2022-10-14 13:21:58+00:00,BimoMarchellino,0,Twitter for Android,Inflasi Resesi Ntah Lah Ya! 🤔🤔🤔
2022-10-14 13:21:31+00:00,_taniaiueo,0,Twitter for Android,"@samolee_ tahun depan resesi, nabung aja🙏"
2022-10-14 13:20:01+00:00,ubsansfess,16,Sender UB Menfess,braw! Ehh katanya ada resesi taun depan ya? Takut bangett ga sihh... Yukk belajar investasi mulai dari sekarang! Gas daftar aja 🙌 https://t.co/lIgk1OkjhM
2022-10-14 13:18:45+00:00,BELIEVEIN93,2,Twitter for Android,@eternaIune Yuk yuk kuat menabung hadapi resesi 🤟🤟🤟🤟🤟🤟 https://t.co/WmCYeuHVOK
2022-10-14 13:18:12+00:00,salamonguri,0,Twitter for Android,@treasuremenfess WOII GMN INI MANA TAUN DEPAN KATANYA RESESI ANJIR 😭
2022-10-14 13:18:10+00:00,apathoni,0,Twitter for Android,@aipsun Mau resesi mending nabung duit di bawah kasur. 🤣
2022-10-14 13:18:08+00:00,B810956,0,Twitter for iPhone,Coz taon depan resesi.
2022-10-14 13:17:43+00:00,Rani1_12,0,Twitter for Android,"@nineteenmay__ Udh d teror resesi ekonomi,duh gini amat ya"
2022-10-14 13:17:37+00:00,unsallelieb,2,Twitter for Android,@AREAJULID di tvonse tadi bilangnya pas tes urin ternyata blio pemakai juga... buset deh ya  ini Indonesia masih better inflasi ratenya dari negara2 maju. bijikmana klo bener2 masuk ke resesi global????
2022-10-14 13:15:47+00:00,laterbeef,1,Twitter for iPhone,indo ril mau resesi deh mall sepi bet tae ayolah be konsumtif for your country
2022-10-14 13:15:42+00:00,AldithyaFakhri,0,Twitter Web App,RESESI RESESI wkwkwkw maap typonya serem juga https://t.co/e2Gl9fbsgN
2022-10-14 13:15:23+00:00,kigung18,0,Twitter for iPhone,"resesi global yang mungkin terjadi di tahun depan bisa saja justru malah indonesia makin maju ekonomi nya, semoga yaa"
2022-10-14 13:15:08+00:00,cherrypIatinum,0,Twitter for Android,@anggizulm Iya betul apa itu resesi (sambil merenungi bulan-bulan kedepan yang diisi nasi garam)
2022-10-14 13:14:55+00:00,AldithyaFakhri,0,Twitter for iPhone,@ri5qo_Kwon RESESI PLIS HAHAHAH TYPO😭
2022-10-14 13:14:19+00:00,Zakifzn,0,Twitter for iPhone,kenapa kmu begitu takut dengan resesi dunia? pdhl tuhan yg kmu sembah adalah YANG MAHA KAYA
2022-10-14 13:12:34+00:00,sholeh_Bee,0,Twitter for iPhone,"@ChatibBasri @PartaiSocmed Tum @PartaiSocmed 

resesi-IMF-proporsional tertutup

Analisanya donk"
2022-10-14 13:12:11+00:00,papanmadhang,1,Twitter for Android,"@PartBurungGalak Ini bahasa orang yg jadi pemimpin belum aja udah mau Abul"" tatanan yg udah bagus .....kalau orang yg faham pasti jadi pemimpin berikutnya lebih enak kerjanya pondasinya udah kuat Ekonomi kita jadi barometer dunia saat terjadi resesi faham"
2022-10-14 13:11:48+00:00,rfbramastaa,0,Twitter for Android,@dhaffa_cahya Pokoe sampe resesi kon sek nyekel cyclop gaero wis
2022-10-14 13:11:15+00:00,nuytarigan,0,Twitter Web App,"hedon teroooosss, gatau apa mau resesi global?.. @abdur08 https://t.co/85GEeD4oFG"
2022-10-14 13:11:08+00:00,aboutmalangcom,0,dlvr.it,"Kemungkinan Resesi 2023, Raditya Dika Beri Nasihat: Daripada Takut, Persiapkan Diri dari Sekarang https://t.co/NvtD42wYnv"
2022-10-14 13:10:50+00:00,nightstars035,0,Twitter for iPhone,Tapi klo resesi bukannya emang disuruh banyak belanja biar uang beredarnya makin banyak? https://t.co/xYI5hUI9OW
2022-10-14 13:09:37+00:00,bebseokjincheol,0,Twitter for Android,"@caratstalk Ya allah kepengen yg ga jauh2 amat dri panggung, tp kok ya dihantui resesi global😭😭"
2022-10-14 13:08:06+00:00,tartagIiea,0,Twitter for Android,"@wifinanami Bener krn denger denger barang berharga mulai dari akhir - awal tahun bakal naik krn resesi, ikut seneng bestie akhirnya ya 🥺"
2022-10-14 13:07:52+00:00,barry_wicaksono,0,Twitter Web App,"Jadi bagaimanakah resesi tahun 2023?? Apakah yg akan terjadi? Masih misteri (waspada perlu, panik jangan)"
2022-10-14 13:07:51+00:00,barry_wicaksono,0,Twitter Web App,"Kalo ngomongin resesi gw jadi keinget waktu sd kelas 1an, tahun 97 udah gembor2 krisis akhirnya nanem jagung di depan rumah takut gabisa makan nasi lagi. Ehh tapi alhamdulillah jagungnya ga tumbuh pasokan beras aman 😁"
2022-10-14 13:06:18+00:00,geobjengy,0,Twitter for iPhone,aduh yaallah gue ada budget buat konser tapi gue takut bgt resesi ga bohong.... apa gue harus say goodbye ke koleksi jun gue... SUMPAH KALO GAADA NI KONSER TADINYA DAH FIX NGURUNGIN NIAT LEPAS PC KUU😭😭😭😭😭
2022-10-14 13:06:03+00:00,KompasEkonomi,0,KompasEkonomi,"Hadapi Resesi 2023, BRI Life Genjot Pertumbuhan Asuransi Mikro https://t.co/KvTEGPbpfD"
2022-10-14 13:06:03+00:00,khekhiy,1,Twitter for iPhone,😃😅 gue gatau mau seneng apa sedih mengingat tahun depan resesi https://t.co/hmwYoJiFeB
2022-10-14 13:04:17+00:00,Ceyexx,0,Twitter for Android,"@daraprayoga_ Resesi jangan
Resepsi aja ya Allah aamiin"
2022-10-14 13:03:31+00:00,ruangtulisku,0,Twitter for iPhone,Resesi global 🥺
2022-10-14 13:02:38+00:00,abilbilyun,0,Twitter for Android,@sbtcon IHIYAKAN w hrus menyiapkan resesi 2023 [ikut po md bru] 😢😢😢
2022-10-14 13:02:37+00:00,mumutim,0,Twitter for iPhone,"Sumpah sih bukan gue ga seneng tapi gue capek tiketing jujur, trs gue bosen juga, berlandaskan ramalan resesi 2023. Aku nyatakan aku skip🫠"
2022-10-14 13:02:23+00:00,gypsophilaYH,0,Twitter Web App,"anak sbt nabung kok, nabung buat nonton konser tahun depan pas bgt lagi resesi juga:) ayo fellowship taun depan https://t.co/kymeiYDesp"
2022-10-14 13:01:22+00:00,tilehopper,6,Twitter Web App,"🔴LIVE NOW

SPICY TALK JUMAT BAHAS BERITA YANG BANYAK BANGET MUNCUK, APA INDONESIA RESESI, UPDATE TIM PENCARI FAKTA KANJUHURAN, RIBUT ARKEOLOGI (dan LGBT lagi) DAN MASIH BANYAK LAGI

HOP IN 

🎬: https://t.co/VWRSwjp6U0"
2022-10-14 12:59:19+00:00,tribunjogja,1,SocialChamp IO ,"HADAPI RISIKO RESESI, LUHUT ANJURKAN WARGA TANAM CABAI DAN SAYURAN https://t.co/DWMly8Wrb6"
2022-10-14 12:58:46+00:00,tanyarlfes,0,Twitter for Mac,"💚 punya tabungan dibawah 10jt diusia 25 tahun wajar gak sih? suka bingung nabung gmn hidup udah kejepit pas’an banget gaji, overthinking gimana bisa beli rumah beli mobil mana kabar resesi bikin makin takut :("
