Date,Tweets
2022-10-19 05:52:57+00:00,"Di Tengah Inflasi dan Resesi, Microsoft PHK Sekitar 1000 Karyawannya https://t.co/9BDb3JNzae"
2022-10-19 05:52:56+00:00,"Di Tengah Inflasi dan Resesi, Microsoft PHK Sekitar 1000 Karyawannya https://t.co/R625TbXdHz"
2022-10-19 05:52:53+00:00,@DiajengLrst nanti ada lagu resesi 😭
2022-10-19 05:52:27+00:00,yawlah pen beli ipad tapi tahun depan resesi wqwqwqq
2022-10-19 05:52:07+00:00,@jokowi Masih mikirin proyek $aja padahal RESESI GLOBAL DI DEPAN MATA !!
2022-10-19 05:51:35+00:00,"@almondbaee @raymondchins Ya dimaklumi aja, doi bahkan bukan orang yg punya kredibilitas untuk bikin konten edukasi finansial, mana ngerti ilmu ekonomi makro dan apa penyebab utama resesi itu😅 makanya pak tigor yang emg expert di bidangnya marah2 sih hehehehe"
2022-10-19 05:50:33+00:00,"""Resesi nggak bakalan ngaruh bagi indonesia"" afkh iya? Yang sering dapat client luar negeri gimana?"
2022-10-19 05:50:07+00:00,@registaco Mau invest ragu2 gw... 2023 diprediksi resesi global.
2022-10-19 05:47:16+00:00,lu bikin konten soal resesi aja udah kayak bikin konten kiamat 2012. alay lo
2022-10-19 05:47:11+00:00,"@raymondchins @flacmoyed Nambahin deh kalau kokohnya baca, karena pengalaman sebulan ini fyp terus kan videonya walaupun banyak di potong-potong. Video anda lebih berpengaruh, pak presiden bilang kemungkinan resesi tapi tetap optimis ekonomi tumbuh orang gak terlalu mikirin. Pas video anda yg langsung-"
2022-10-19 05:46:29+00:00,"Seolah2 mkonfirmasi kabar UEA, Cina, Korsel, Jepang, Taiwan &amp; Eropa mau jdi investor IKN tdk smanis yg digembor2kn. Investor cderung mnhan, ada ancmn resesi d dpn. Mstikah ngotot IKN d tngah tumpukn mslah ksjahteraan rkyat jelng the winter is coming itu?
https://t.co/51wbwqdqr2"
2022-10-19 05:46:24+00:00,"@worksfess emak gua gangerti resesi jadi ya beli belanjaan gas ae

ada untungnya juga ya gaptek kadang2"
2022-10-19 05:46:14+00:00,buset svt konser di indonesia lagi? kwkwk inget resesi deh mending u nabung buat beli tipi mbak.
2022-10-19 05:42:31+00:00,"Indonesia Bebas Resesi laporan dari IMF serta pertumbuhan ekonomi terus meningkat 

#EkonomiMeroket"
2022-10-19 05:41:46+00:00,Dari kemarin ditakut takuti resesi resesi resesi
2022-10-19 05:41:34+00:00,"Anak ilkom fear mongering soal resesi 2023 aja udh aneh. Baca general ledger aja blm tentu sanggup, mau ngomongin macroeconomics pula. Dunia makin lama makin aneh."
2022-10-19 05:39:22+00:00,@jokowi Tau resesi g sih orang ini??
2022-10-19 05:39:14+00:00,"@memoirofloves 2 hr lg 😭🥹 I'm alr brokeeee sis, ga perlu nunggu resesi taun depan"
2022-10-19 05:36:48+00:00,"@akumayess Resesi ""Assalamualaikum"""
2022-10-19 05:36:21+00:00,"@RudyRoedyanto resesi dunia koh, US naik karena mereka juga lg menaikan suku bunga koh, liat aja bisa jd terjun bebas kalo berani2 sm rusia"
2022-10-19 05:36:08+00:00,@magiaconatus kalo ancaman resesi mending pegang cash ga sih??
2022-10-19 05:35:39+00:00,"@GowessRyan @bellaokt @worksfess Dia cuman mau mengedukasi , buat ngingetin kita kalo seandainya terjadi resesi , kita jaga2 . Niat dia baik"
2022-10-19 05:35:13+00:00,"Mending lu jadiin sawah atau perkebunan buat ketahanan pangan jok, ktnya taon dpn resesi? Susah pangan? @jokowi"
2022-10-19 05:31:42+00:00,bedanya yg satu jualan kelas membership. bermodalkan ketakutan orang2 akan resesi 2023.
2022-10-19 05:30:57+00:00,"Fear mongering mulai bertebaran. Resesi, obat"
2022-10-19 05:30:12+00:00,@leodeIune TAU ANJING KATANYA RESESI KOK PADA KE SINI SIH. ADUH KALO BENERAN GIMANA ANJIR KERJA APAAN YAK
2022-10-19 05:28:19+00:00,Om Tigor juga setuju kalau 'Indonesia gelap di tahun 2023' atau semacamnya itu bullshit. Cuma influencer kemarin sore yg ribut soal resesi ini. Kami2 yg udah tua punya pendapat berbeda.
2022-10-19 05:28:00+00:00,"@cnbcindonesia Th 2006 Presiden SBY lunasi utang Indonesia ke IMF &amp; th 2008 terjd krisis ekonomi dunia, Indonesia slamat tnp bantuan IMF, klau skr bnyak dengarkan IMF, yakinlah bahwa Indonesia sedang meniti jalan ke jurang resesi krn IMF tdk bsa slesaikan  msalah ekonomi dunia.

Buahahahahaha"
2022-10-19 05:27:10+00:00,@maerkist CA GW TAKUT BGT ASLI LEBIH TAKUT DARI PADA MAU ADA RESESI
2022-10-19 05:25:53+00:00,"@jokowi Ditahan dulu saja pak pres,persiapan menghadapi resesi 2023."
2022-10-19 05:24:57+00:00,"@tempodotco Boss ciputra jg mikir kalee itu proyek gk jelas, kontroversi &amp; bukan di saat yg tepat. Apalagi taun depan isunya resesi parah. Terlalu berani utk invest di bisnis property. Jadi ya sudahlah. Lagian kita msh punya ibukota kok. Simpanlah uangnya utk kebutuhan rakyat yg lbh penting."
2022-10-19 05:24:50+00:00,"@jokowi koq bapak masih yakin mau bangun dan pindah ibukota ??
realistis aja pak... duitnya dr mana ??
KA cepat aja masih ga jelas udah bicara proyek yg lebih besar...
kt bapak siap2 akan ada resesi ekonomi nah ini malah mau nambah hutang..."
2022-10-19 05:24:49+00:00,PKS Desak Pemerintah Prioritaskan UMKM untuk Hadapi Resesi  https://t.co/IrcWBPTZIZ #PKS #resesi #umkm #pemerintah #dprri #anisbyarwati #perekonomian
2022-10-19 05:24:05+00:00,"Tomale makin lama makin dikit ya jualannya, apa karna mau resesi. Aturan kalo mau resesi dibanyakin aja sebelum beneran resesi kak tapi takemichi plush yang gede gede agsjdkdj"
2022-10-19 05:23:10+00:00,resesi resesi 8====D--
2022-10-19 05:21:27+00:00,@drunknarcher @convomfs Pandemi kmrn taun 2020 udah bukan resesi lagi tapi minus.. Itu aja bisa lewat... Kemungkinan 2023? Pasti bisa lewat dan sudah tau cara mengatasinya... 😉😉😉
2022-10-19 05:19:37+00:00,@rafifb3 resesi wedi pandemi wedi. jaaan tenaan 😒
2022-10-19 05:18:43+00:00,"@tayeriza Resesi belum mulai kok udah krisis,ada apa kakk ?"
2022-10-19 05:18:26+00:00,"podomoro dijual 4,5 triliun

mereka udh baca resesi global kali ya? butuh cash dan property juga crash jadi lepas"
2022-10-19 05:16:11+00:00,"Menkeu Sri Mulyani mengaku akan tetap fokus meningkatkan fundamental perekonomian dari sisi produktivitas, meski ada ancaman resesi global di 2023. https://t.co/hABEnS0Xnq"
2022-10-19 05:16:02+00:00,Ancaman kondisi perekonomian global saat ini bergeser dari risiko akibat pandemi Covid-19 menuju risiko terjadinya resesi akibat inflasi tinggi.  https://t.co/taw6u0c4cj
2022-10-19 05:15:51+00:00,Penguasa penguasa... berilah hambamu Uang...jeritan kaum menengah kebawah yang sedang sulit membeli beras  untuk bertahan hidup di masa resesi. Haiii artikel kiamat dinegara tetangga. Bisakan melirik kondisi bangsamu... resesi datang  warga 62 bertahan hidup
2022-10-19 05:15:36+00:00,"@CNNIndonesia Kaya banyak uang aja, hutang udah numpuk, 2023 resesi"
2022-10-19 05:15:14+00:00,"@detikcom Pak @jokowi Indonesia dan dunia diambang resesi berat.Tolong pengeluaran yang tidak urgent ditunda. Buat apa stadium dan infrastruktur jika ekonomi lesu.Jangan karena mikir periode ketiga, terus ngegas bikin macam2 yang tidak prioritas."
2022-10-19 05:14:54+00:00,"@edondhk Tidak usah gusar, negara kita aman paling impact sitik sitik, kui wae nek kelakon resesi nek ora ya haha hihi aja 🤣"
2022-10-19 05:14:22+00:00,2023 resesi ? Cok 2020 waktu Indonesia resesi aja lu malahan pada bikin dalgona anyingg…
2022-10-19 05:13:52+00:00,@raymondchins @pandabulet2 @koksusahdiet @tigorsiagian indonesia 2020 uda resesi kali.             https://t.co/NRqkuo3Mq2
2022-10-19 05:13:14+00:00,@marriskabintang yaqueen 2023 bakal resesi? wkwk
2022-10-19 05:13:00+00:00,2023 resesi apaan dah? Ketemu cowo kpop lebih penting!!! https://t.co/xqKYrHkdwF
2022-10-19 05:12:58+00:00,@moonjun____ Aku gk tau kudu ngomong piye soal resesi 😅 jd gk sepiro mikir
2022-10-19 05:12:51+00:00,Masalah resesi global 2023 udah paling bener baca tulisan Pak Chatib Basri. Realistis nggak denial tapi juga nggak menakut-nakuti.
2022-10-19 05:12:20+00:00,"@vampirrrrrrr Kencengin ikat pinggang, resesi di depan mata 👀"
2022-10-19 05:11:57+00:00,resesi resesi bikin paksu pusing lau
2022-10-19 05:10:23+00:00,@jonghogummy Apa itu resesi 2023? Ketemu cowo kpop lebih penting 🥲
2022-10-19 05:07:42+00:00,"Aku mah nggak mikirin resesi, aku lagi mikirin chat aku nggak dia balas padahal udah ganti hari."
2022-10-19 05:07:32+00:00,"Bila suatu ketika indonesia menghadapi bencana maha dasyat, di kota banyak banjir di pesisir pantai sampai wilayah yang sangat jauh tsunami dan gempa. Kemudian di susul gunung meletus, sedangkan efek resesi masih ada dan perang udah dimana-mana ?"
2022-10-19 05:07:22+00:00,iya tau 2023 mau resesi tapi gak ovt juga dong kak💀😂
2022-10-19 05:06:36+00:00,@hohobebee Resesi kayaknya cuma pengalihan isu dah. Ketemu cowo kpop lebih penting 🥲 btw sesuai prediksi kita kan wi huhuhuh bismillah gak badut
2022-10-19 05:05:53+00:00,"[Economy Talks and Exhibition 2022: Smart Way to Invest]

Haii semua!

Indonesia akan resesi pada 2023? Bagaimana cara menanggapi hal tersebut sebagai generasi milenial? https://t.co/FNRjDgvhfX"
2022-10-19 05:04:28+00:00,@princessyeoleo tahun 2023 diprediksikan indonesia resesi tapi agak agaknya kita malah buang2 duit ketemu ayang 😂
2022-10-19 05:03:48+00:00,"@perinttah @rjcooky92_ @candyjelly__ @tutuptitip @piewnapple @worksfess Lah itu konten edukasi mbak bukan konten marketing yealah kocak bgt😭
Mereka ngasih informasi yang mana informasi tersebut sama seperti pakar2 ekonomi yang lain. Setelah itu mereka marketing seperti konten2 ""non resesi"" mereka yang lain. Gak relate njir konten sama marketingnya."
2022-10-19 05:02:59+00:00,"Sejumlah perusahaan pun mengurangi tenaga kerja dengan tidak memperpanjang kontrak karyawan.

Seperti apa gelombang PHK di Indonesia akibat resesi global? #KoranTempo https://t.co/tf4RD7bkfz"
2022-10-19 05:02:55+00:00,"@raymondchins @tigorsiagian Coba dibaca sejarah Black Thursday 1929, semua berawal dari false report dan rumor org Wall Street. Coba lo tanya semua penonton lo mereka dapetnya apa? Pasti jwb RESESI dan KEHANCURAN, psikologi manusia bakal lebih alert sama sesuatu yang mengancam."
2022-10-19 05:02:47+00:00,"@hrdbacot indikator resesi paling akurat adalah warung pecel lele dan nasi uduk

kalo mereka di paksa tutup
fix resesi"
2022-10-19 05:02:33+00:00,"@AREAJULID 15 tahun sudah pakai mobil, hmmm Indonesia aman dari resesi."
2022-10-19 05:02:04+00:00,"Lama lama emosi
Resesa resesi
Maret 2020 udh pernah resesi, berasa ga?
Heran digoreng mulu tu topik"
2022-10-19 05:02:04+00:00,@tigorsiagian dari yang engga resesi jadi resesi beneran karena ditakut2in semua orang nahan duitnya
2022-10-19 05:00:14+00:00,"Lagi rame abang ojol anterin makanan lewat rooftop ya? Gila semua rintangan ditembus, yang kayak gini ini emang kudu dipersiapkan jaga-jaga buat (katanya) resesi tahun depan. Yok semua jangan kalah, kudu dibiasain #KerjaKeras dari sekarang."
2022-10-19 04:59:33+00:00,asa pengen beli hape tapi bentar lagi resesi
2022-10-19 04:59:02+00:00,@SyahrulMuchtarm @notyoursun4 @hrdbacot Ga ada yg tau juga tp yg pasti di 2 resesi global terakhir (2008 dan 2020) kita baik baik saja. 2008 Indonesia malah positif grow ketika yg lain minus. Waktu 2020 kita juga minus tp ga separah yg lain
2022-10-19 04:58:00+00:00,"2023 resesi, apa yang harus kita lakukan? Ya betul sekali nonton konser"
2022-10-19 04:57:32+00:00,"Tabunganku gak buat resesi, ini buat resepsi titik."
2022-10-19 04:56:51+00:00,"Si paling tahan resesi ✌️
@adriansah_alief https://t.co/FyXNuxfvnr"
2022-10-19 04:55:38+00:00,"[Economy Talks and Exhibition 2022: Smart Way to Invest]

Halo, HI-ers! 

Indonesia akan resesi pada 2023? Bagaimana cara menanggapi hal tersebut sebagai generasi milenial? https://t.co/nBpCeU6erL"
2022-10-19 04:55:03+00:00,Kalau di 2023 makan warteg uda nyentuh harga 30.000 sepiring + gorengan 10.000 dapat 2-3 itu uda tandanya uda harus hati2 dan jaga2 krna resesi dan inflasi uda gk terkendali. Ini contoh yg paling mudah dipahami rakyat jelata.
2022-10-19 04:54:05+00:00,@hrdbacot Mincot resesi 2023 masih boleh nonton konser ga?
2022-10-19 04:54:02+00:00,"@jokowi Pakde yg terhormat fokus dulu sama menghadapi ancaman krisi thn depan fokus dulu ketahanan pangan jgn yg ga sifatnya mendesak bapak urus dulu apalagi dollar dah naik terus apa ga prioritas ?
Soal ibukota urusan nanti aja ga mendesak jg kok ini siap diri dl ancaman resesi global."
2022-10-19 04:53:44+00:00,"Menteri Keuangan Sri Mulyani Indrawati menyatakan APBN harus segera disehatkan agar memiliki ketahanan yang baik ketika menghadapi risiko ketidakpastian pada 2023.

#resesi #inflasi #perang #ekonomiglobal #IMF #SriMulyani #APBN
https://t.co/AypfLIHUTA"
2022-10-19 04:53:44+00:00,"Ga takut resesi, karna sudah resesi sejak dini."
2022-10-19 04:53:35+00:00,"@iaridlo Berlaku pula untuk ilmu ekonomi dan finance yang saat ini heboh akan resesi, padahal tenang dulu. Bukannya apa-apa resesi itu ada kriterianya"
2022-10-19 04:53:26+00:00,Ya Allah pdhl mau puasa jajan ginian dulu krn inget resesi tapi tetap tak tahan godaan buat gak co hiks
2022-10-19 04:53:03+00:00,"@panditfootball @FIFAcom Ramalan thn depan bakal resesi, Eropa skrg lg cari jajahan baru untuk menolong ekonomi mrk"
2022-10-19 04:52:42+00:00,@hrdbacot Indikator resesi 2023 : Coba lihat antrian waiting list Sushi Tei. Kalo lebih dari 5 itu artinya Indonesia masih baik baik aja.
2022-10-19 04:51:10+00:00,"@jokowi @jokowi kereta cepat jakarta bandung gimana pakde yang katanya tidak membebani apbn,hati hati pakde dengan banyak hutang negara ini,beban rakyat banyak pakde inflasi Amerika Eropa tinggi,rupiah melemah hati hati resesi didepan mata bahaya lagi stagflasi.."
2022-10-19 04:50:51+00:00,@qitwon Itu pertanyaan mecima krn november mereka resesi
2022-10-19 04:49:54+00:00,"@perinttah @worksfess Justru kl lg ada gejala resesi, yg paling baik:
1. No expense yg ga penting: ganti2 gadget (pdhl yg ada msih bagus), kredit mobil/motor, jalan2 ke LN, ngopi 50rb segelas, makan di luar mulu, dll
2. Nabung cash secukupnya aja
3. Invest ke emas (krn paling liquid &amp; bebas depresiasi"
2022-10-19 04:49:44+00:00,Yg katanya mau resesi ya mungkin karena ini..
2022-10-19 04:46:16+00:00,"Ini gue kaya 80% ga bakal bisa nonton #BeTS desember
Tapi nekat daftarin membership :')
Code presale udah kluar dan ticketing lusa pdhl seatplan blm keluar
Selain bingung bakal pulkam ato engga, gue bingung cara izin ortu, trus takut resesi tahun depan, tapi pengen bngt nonton"
2022-10-19 04:45:59+00:00,@Bisniscom kalo bgini mah jd percaya bakal ada resesi besar besaran
2022-10-19 04:45:39+00:00,@mokodox @idextratime Dollar semakin naik sementara nilai kurs rupiah semakin lemah inilah yg disebut sebagai resesi ekonomi.. beruntunglah bagi mereka yg punya tabungan dollar yg melimpah :(
2022-10-19 04:44:28+00:00,"@perinttah @rjcooky92_ @candyjelly__ @tutuptitip @piewnapple @worksfess Lah mereka di semua kontennya juga nawarin bisnisnya. Ga cuma konten resesi doang. Nah ketahuan ga ngikutin tapi gampang ngejudge.😂
Balik lagi ke diri mereka sendiri kenapa orang pada bisa takut. Malah nyalahin kontennya kan aneh. Padahal informatif bgt."
2022-10-19 04:43:20+00:00,"Udah, dan akhirnya berujung searching lebih dalam orang2nya + hubungannya ama resesi. Wkwk"
2022-10-19 04:43:07+00:00,"Emang bangsat nih influenza ternak uang. Fearmonger soal resesi, lau jualan kelas tapi matiin UMKM. Sianjing!!!!"
2022-10-19 04:41:21+00:00,"@wat_sa1981 Indonesia gak masuk. 
Di pimpin kodok pekok ntar penduduk nkri bakal mati sendiri gara"" miskin &amp; kelaparan. 

Resesi ekonomi adlh bagian dr depopulasi."
2022-10-19 04:40:37+00:00,"Kepala Badan Otorita IKN, Bambang Susantono, memastikan pembangunan IKN Nusantara masih tetap berjalan di tengah ancaman resesi global. https://t.co/q3QsPkp0MJ"
2022-10-19 04:39:08+00:00,"Hal-hal inilah yg harus diedukasi ke Masyarakat, karena Kadrun Bangsat mencoba membuat pandangan miring agar bisa menciptakan Resesi, Pertengkaran, dan Keributan, saling sikut, rakus, dan tamak."
2022-10-19 04:39:01+00:00,Cape bget convo ga guna pagi pagi bukannya bahas resesi tp halusinasi😭 thanks del ketawa lu petjah sekali bruh😭 https://t.co/80OYf1cCfH
2022-10-19 04:38:42+00:00,Resesi itu mirip kaya apa yang terjadi pas covid. berarti bidang kerjaan gw harusnya aman dong (?)
2022-10-19 04:38:33+00:00,Orang stoic menghadapi resesi:
2022-10-19 04:37:06+00:00,"pada takut resesi resesi, sementara pejabatnya dari dulu udah resesi nalar"
2022-10-19 04:37:01+00:00,"Fuck u, resesi. Aku mau beli album abang Seokjin!!! https://t.co/dyOU6NuM8e"
2022-10-19 04:36:39+00:00,@deayura Gara2 berita resesi dan terlalu bakar duit kayaknya :(
2022-10-19 04:36:02+00:00,"Hadapi Risiko Resesi Global, Ekonomi Indonesia Masih Stabil

https://t.co/AxIls44XH8"
2022-10-19 04:36:00+00:00,"@worksfess @hrdbacot malah justru kalau lu udah nonton videonya jadi gak fearful dan bisa siapin sesuai sama prediksi keadaan ke depannya, kalau fear mongering kan emang berita di mana-mana udah bahas resesi 2023 wk"
2022-10-19 04:34:37+00:00,Sri Mulyani: 4 Negara Ini Aman dari Resesi 2023 https://t.co/OJqrzCt7TF
2022-10-19 04:33:30+00:00,"Muhamad Chatib Basri 
""Resesi artinya kita mengalami pertumbuhan ekonomi negatif, saya tidak melihat ada kemungkinan untuk Indonesia mengalami pertumbuhan ekonomi negatif, mungkin hanya akan terjadi perlambatan ekonomi""

#BUMNUntukG20
#SOEInternationalConference https://t.co/fh3Y624ucT"
2022-10-19 04:30:03+00:00,"https://t.co/eXhDmyfMK9 -  ‘Indonesia masih Survive Tidak Akan Resesi, Kecuali Sangat Ekstrim Situasinya’ https://t.co/RHgOPA1gCZ"
2022-10-19 04:29:12+00:00,"@zikryafndy @raymondchins @MSharivov @worksfess Lah nyalahin thumbnail, kalo percaya ama thumbnail doang it namanya udah bego males pula. Nyalahin orang itu cuma alibi aja, menutupi kedunguan dan males belajar. Kalo kawatir dengan resesi ya do your own riset aja bro, tinggal googling aja kan"
2022-10-19 04:27:57+00:00,"Topik resesi 2023 ini dulu sama vibe nya dgn topik milenium 2000 ditahun 1999 lalu...orang2 dah punya bayangan yg gimana2 soal gmn dunia setelah tahun 2000

Taunya stlah berlalu 22 thn, anak kostan masak mie masih ttp pake mejikom jg kok"
2022-10-19 04:27:35+00:00,"ngga nonton dg pertimbangan: gak diizinin, skripsi terbengkalai, akhir tahun semua serba mahal, gak ada duit, tahun depan resesi wkwk dah lah mau semedi bersama skripsi aja🐒"
2022-10-19 04:27:32+00:00,MENGAPA SEBAGIAN NEGARA NEGARA DI DUNIA MENGALAMI RESESI?...KARENA MEREKA SELALU MENGUTUK BANGSA ISRAEL UMAT PILIHAN TUHAN.
2022-10-19 04:26:08+00:00,"3 tipe manusia menyambut resesi 2023:

- OVERTHINKING lalu ketakutan
- OPTIMIS lalu mengambil peluang
- OPORTUNIS lalu engagement bertambah"
2022-10-19 04:25:58+00:00,"Pakar finansial kerjaannya nakut nakutin mulu pake istilah resesi, endingnya promosi jasa atau produk.. sheeesssh"
2022-10-19 04:25:15+00:00,@kayocoffeespace Resesi kak😭😭
2022-10-19 04:24:35+00:00,"@Bagasu20 @convomf Kayaknya efek isu resesi sih bang, gue pake ajaib juga sama. Merah semua, untungnya dr kmrn ngehold buat ga beli dulu"
2022-10-19 04:24:34+00:00,"that's it. Ini pointnya. Soalnya di tiktok apa apa org blg investasi investasi, lah perusahaan apa yang mau lu investasi in apkh sudah bener dan caranya juga benefit dan profit yg bakal didapet emg udh paham kah? semudah itu orang orang kebawa suasana 'fenomena' resesi dan-"
2022-10-19 04:24:03+00:00,https://t.co/eXhDmywPM9 -  Buruh Tolak PHK Massal di Tengah Isu Resesi Global https://t.co/83WScNivZK
2022-10-19 04:23:00+00:00,ni si kuning lg persiapan resesi apa gmn si yaallah buru buru amat
2022-10-19 04:22:53+00:00,mana tahun depan resesi kita buat planet sendiri aja apa @pledis_17
2022-10-19 04:22:19+00:00,resesi anjengg
2022-10-19 04:21:59+00:00,DPRD Medan Pertanyakan Langkah Pemko Hadapi Resesi 2023 https://t.co/Bwmph76hu7
2022-10-19 04:19:37+00:00,Sri Mulyani Ungkap 4 Negara yang Pasti Resesi di 2023 https://t.co/LrvQSTNHaJ
2022-10-19 04:19:28+00:00,Mungkin ini salah satu cara mengatasi resesi. Baca : Buang Duit. https://t.co/TT3dmHGJ1l
2022-10-19 04:17:34+00:00,"Semua bahas 2023 resesi, ekonomi bakal buruk bahkan ada yg bilang semua bakal susah, ok ok bersiap-siap si bagus, tapi ingat cara kerja perekonomian itu ngga langsung semua down gitu aja, mungkin ada sebagian yg mengalami penurunan tapi pasti ada juga yg justru malah meningkat"
2022-10-19 04:16:23+00:00,"Untuk saat ini, mengutamakan membeli produk dalam negeri adalah salah satu bentuk gotong royong dalam menghadapi kemungkinan resesi ekonomi dalam negeri. 💪💪💜💜"
2022-10-19 04:16:10+00:00,akhirnya pihak yg diuntungkan sm resesi adlah orang-orang kaya. diuntungkan krn bisa membeli aset dgn harga murah
2022-10-19 04:15:57+00:00,@ikramarki Resesi wehh
2022-10-19 04:15:43+00:00,"cukup kasih info aja, gosah nakut2in buat cash is king lalu duitnya buat bayar kelas-kelas kalian dengan iming-iming menangkap pisau jatuh untuk menjadi orang kaya baru di era resesi."
2022-10-19 04:15:34+00:00,Soal Resesi Pemerintah Diminta Terbitkan Kebijakan agar Masyarakat Tetap Keluarkan Uang https://t.co/e2sZRJUwQ1
2022-10-19 04:15:12+00:00,Intinya kalo betul tahun depan resesi buat anak anak muda skrg mending mikir cari skill tambahan buat besok lu cari kerja chance lu lebih besar. Mending ikut sertifikasi bayar 300 500 ribu udah pasti jelas dari pada class class soal invest invest yang Lu belum butuh
2022-10-19 04:14:42+00:00,"@kompascom Kadang orang2 ngelontarin macam2 opini, tujuannya mbangun wacana IKN ditunda dulu..  Ada yg kasi opini utang makin banyak lah, yg mau resesi lah, pemborosan lah, yg ini yg itu.. Padahal pemerintah lebih tau kondisi keuangan negara. Tdk bs bangun sekaligus, ya setahap2 dulu."
2022-10-19 04:12:33+00:00,@itralalaa_ @RuangLucuuu Resesi mbak
2022-10-19 04:10:54+00:00,"Ketika resesi terjadi sibux ngembaliin bowoan, untungnya ga ada acara gini ga bingung ngembaliin bowoan🥹"
2022-10-19 04:09:38+00:00,Karna orang orang kaya yg pinter ekonomi dunia tau emang resesi ini ada tapi mereka tau cara cara buat preventif. Dan si orang orang licik ini manfaatin ketakutan masyarakat buat pake media mereka si ternak uang itu buat bikin mereka makin kaya dengan ikut class classnya
2022-10-19 04:09:22+00:00,"@worksfess Aku subs mereka tp soal resesi ga aku tonton sm sekali, dr judulnya aja udah bikin takut"
2022-10-19 04:08:35+00:00,"Resesi? Jangan jadi panik dan lupa diri. Ingat, tujuan investasi saham itu jangka panjang. 

5-10 tahun lagi, keadaan sudah berubah, kan? https://t.co/yazVUxOvuV"
2022-10-19 04:08:17+00:00,"@TirtoID Maksa...
negara lain mikir resesi malah maksa bikin IKN 😑"
2022-10-19 04:07:50+00:00,"@MayarMuharram Kurang bijak menggunakan dana darurat untuk beli saham. Memang kita tidak boleh panik menghadapi berita resesi, namun kita harus tetap waspada. Dana darurat salah satu upaya kita untuk antisipasi situasi tak terduga, maka sebaiknya tidak digunakan untuk hal lain. .."
2022-10-19 04:07:34+00:00,"@teguhinvestor sama kayak tahun 1988, jumawa eh kena resesi paling akhir dan paling parah."
2022-10-19 04:07:25+00:00,Mereka gk ada segitunya panik karna uangnya masih bisa bertahan sampai bertahun tahun kalo ada resesi. Dan mereka bikin konten soal “bahaya resesi dan investasi penting” yang jadi target audience siapa? Ya kita kita ini kaum menangah kebawah 😂
2022-10-19 04:07:14+00:00,Kalau resesi ini terjadi luar bisa lama bgt
2022-10-19 04:06:38+00:00,"Berhemat.

Kalau kamu belum financially stable, memang sudah seharusnya kamu berhemat, bukan saat resesi saja. https://t.co/msSbVN3BZr"
2022-10-19 04:06:17+00:00,"Ayo Kita Redam Badai Resesi Bersama-Sama 🔥.

#JadiWise 
#PrayForBali 
LALISA AT AVRORA AWARDS 
Alvin Lim  
Jokowi 
Kedokteran https://t.co/VaiPfrJwiI"
2022-10-19 04:05:30+00:00,"Gembar gembor resesi, intinya mah bilang aja lu nyari nasabah biar nabung/invest di tempat lu…"
2022-10-19 04:04:39+00:00,"Sri Mulyani mewaspadai ancaman resesi tidak hanya terjadi tahun depan, tapi bisa berkepanjangan hingga 2024. Ekonomi akan gelap. https://t.co/kFogZBl1W4"
2022-10-19 04:04:08+00:00,"Omset menurun waspada resesi di tahun 2023, Suplai keuangan (Menabung) sedari sekarang untuk menjaga keuangan stabil di tahun 2023.
Seribu/duaribu akan berarti jika di tabung dalam jangka 365 hari."
2022-10-19 04:03:38+00:00,"@feliciatjiasaka @ahmadkrn21 @worksfess kasus kanjuruhan dan rusia ukraina ga sepantasnya dikasih opini kayak gitu kak
manusia dikasih empati biar bisa berpikir lebih manusiawi
bukan buat disukai
untuk urusan resesi dll kalo punya perspektif beda gapapa bgt"
2022-10-19 04:03:15+00:00,@selfolconvo .......bahas resesi ekonomi 😐
2022-10-19 04:03:07+00:00,Bro jangan lupa kalo nanti resesi terjadi yg paling berdampak itu rakyat kelas menengah sampe kebawah ingat paling berdampak bukan berarti yg kaya gk berdampak. Nyari kerja susah beli makan susah karna semua jadi mahal. Orang kaya? Ya duid mereka segunung beli mercy miliaran bisa
2022-10-19 04:02:19+00:00,"@bellaokt @worksfess dia bacot resesi tp flexing mulu naik ioniq, jd makin skeptis aja"
2022-10-19 04:02:17+00:00,"@worksfess Mjb nder, yang jelas menurut sumber ini, dosen ini salah satu sektor yg tidak terdampak resesi deh keknya. Cmiiw

https://t.co/kqBMQQzN0U"
2022-10-19 04:02:11+00:00,@UGM_FESS nyokap lu lg persiapan buat resesi 2023. btw nyokap jomblo g
2022-10-19 04:01:33+00:00,drpd mikir resesi 2023 mending mikir resepsi 2023 aja gmn?
2022-10-19 04:00:52+00:00,"Di Indonesia malah Fear mongering Resesi 2023 gelap, cuci tangan lewat diksi ""Ekonomi pulih kuat, bangkit lebih semangat""

Padahal ye die die juga kebijakan yang ngancurin, ga maaf ga apa wkwk, blamming virus lagi wkwk yg ga keliatan mata langsung

Salut bill"
2022-10-19 04:00:00+00:00,"4 Cara melakukan financial planning guna mempersiapkan diri menghadapi ancaman resesi #Headline
https://t.co/GCYxQE9xtz"
2022-10-19 04:00:00+00:00,Lanjut lagi soal mereka mereka yg bahas resesi yang bikin masyarakat lebih panik lagi. Trus nyambungnya kemana? Ya bahasnya “management uang yg baik” nanti nyangkutnya “ini bisa jadi berbahaya tpi bisa jadi tempt buat bikin lu jadi kaya kalo lu pinter naro uang investasi lu”
2022-10-19 03:59:39+00:00,@sereikia 2023 resesi 🙏
